sample,latitude,longitude,Macroalgae,Turf.algae,Unconsolidated,Seagrasses,Sponges,Consolidated,Other,Max,Max_if_2_habitats_have_same
LGBDT7_0896,-33.52291667,115.46845,100,0,0,0,0,0,0,Turf.algae,Other
LGBDT7_0910,-33.52271667,115.4679167,0,100,0,0,0,0,0,Turf.algae,Turf.algae
LGBDT7_0914,-33.52263333,115.4677833,0,100,0,0,0,0,0,Turf.algae,Turf.algae
LGBDT7_0921,-33.5225,115.4675667,0,100,0,0,0,0,0,Turf.algae,Turf.algae
LGBDT7_0923,-33.52245,115.4675,0,100,0,0,0,0,0,Turf.algae,Turf.algae
LGBDT7_0926,-33.52238333,115.4674167,0,100,0,0,0,0,0,Turf.algae,Turf.algae
LGBDT7_0950,-33.52171667,115.4667167,0,100,0,0,0,0,0,Turf.algae,Turf.algae
LGBDT7_0955,-33.52161667,115.4665667,0,100,0,0,0,0,0,Turf.algae,Turf.algae
LGBDT7_0958,-33.52158333,115.4664167,0,100,0,0,0,0,0,Turf.algae,Turf.algae
LGBDT7_0962,-33.52153333,115.4662167,0,100,0,0,0,0,0,Turf.algae,Turf.algae
LGBDT7_0965,-33.52148333,115.46605,0,100,0,0,0,0,0,Turf.algae,Turf.algae
LGBDT7_0973,-33.52131667,115.46575,0,100,0,0,0,0,0,Turf.algae,Turf.algae
LGBDT7_0978,-33.5212,115.4655833,0,77.78,0,22.22,0,0,0,Turf.algae,Turf.algae
LGBDT7_0981,-33.52115,115.4654833,0,100,0,0,0,0,0,Turf.algae,Turf.algae
LGBDT7_0989,-33.52096667,115.4651833,0,100,0,0,0,0,0,Turf.algae,Turf.algae
LGBDT7_0992,-33.52088333,115.4650667,0,100,0,0,0,0,0,Turf.algae,Turf.algae
LGBDT7_0994,-33.52083333,115.465,0,100,0,0,0,0,0,Turf.algae,Turf.algae
LGBDT7_0999,-33.52066667,115.4648,0,100,0,0,0,0,0,Turf.algae,Turf.algae
LGBDT7_1004,-33.52051667,115.4646333,0,100,0,0,0,0,0,Turf.algae,Turf.algae
LGBDT7_1019,-33.5202,115.46395,0,100,0,0,0,0,0,Turf.algae,Turf.algae
LGBDT7_1023,-33.52016667,115.4637167,0,100,0,0,0,0,0,Turf.algae,Turf.algae
LGBDT7_1028,-33.52016667,115.46345,0,60,0,40,0,0,0,Turf.algae,Turf.algae
LGBDT7_1029,-33.52018333,115.4634,0,90,0,10,0,0,0,Turf.algae,Turf.algae
LGBDT7_1031,-33.52015,115.4633,0,50,0,50,0,0,0,Turf.algae,Seagrasses
LGBDT7_1036,-33.52011667,115.4630167,0,90,0,10,0,0,0,Turf.algae,Turf.algae
LGBDT7_1041,-33.52006667,115.46275,0,90,0,0,10,0,0,Turf.algae,Turf.algae
LGBDT7_1042,-33.52005,115.4627,0,100,0,0,0,0,0,Turf.algae,Turf.algae
LGBDT7_1052,-33.51991667,115.4621667,0,40,0,60,0,0,0,Seagrasses,Seagrasses
LGBDT7_1055,-33.51981667,115.4620667,0,22.22,0,77.77,0,0,0,Seagrasses,Seagrasses
LGBDT7_1063,-33.51958333,115.4617333,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT7_1069,-33.51936667,115.4615333,40,20,0,40,0,0,0,Seagrasses,Seagrasses
LGBDT7_1072,-33.5193,115.4614,0,85.71,0,14.29,0,0,0,Turf.algae,Turf.algae
LGBDT7_1074,-33.51923333,115.4613167,0,0,22.22,77.77,0,0,0,Seagrasses,Seagrasses
LGBDT7_1082,-33.51893333,115.4611167,0,20,0,80,0,0,0,Seagrasses,Seagrasses
LGBDT7_1091,-33.51855,115.4609833,0,0,20,80,0,0,0,Seagrasses,Seagrasses
LGBDT7_1093,-33.51846667,115.46095,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT7_1098,-33.5183,115.4608,70,30,0,0,0,0,0,Turf.algae,Turf.algae
LGBDT7_1101,-33.51818333,115.4607167,0,100,0,0,0,0,0,Turf.algae,Turf.algae
LGBDT7_1105,-33.51801667,115.4606333,60,30,0,10,0,0,0,Turf.algae,Turf.algae
LGBDT7_1107,-33.51793333,115.4606167,88.89,0,0,11.11,0,0,0,Seagrasses,Seagrasses
LGBDT7_1109,-33.51785,115.4605667,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT7_1114,-33.51765,115.4605,0,0,20,80,0,0,0,Seagrasses,Seagrasses
LGBDT7_1116,-33.51755,115.4604833,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT7_1121,-33.51735,115.4604,0,0,20,80,0,0,0,Seagrasses,Seagrasses
LGBDT7_1123,-33.51726667,115.4603167,0,0,0,99.99,0,0,0,Seagrasses,Seagrasses
LGBDT7_1126,-33.51728333,115.46015,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT7_1128,-33.5172,115.4601333,0,0,0,99.98,0,0,0,Seagrasses,Seagrasses
LGBDT7_1128,-33.51721667,115.4601333,0,0,0,99.98,0,0,0,Seagrasses,Seagrasses
LGBDT7_1130,-33.51713333,115.4601667,0,0,0,99.99,0,0,0,Seagrasses,Seagrasses
LGBDT7_1132,-33.5171,115.4600833,40,10,0,50,0,0,0,Seagrasses,Seagrasses
LGBDT7_1134,-33.51708333,115.4599833,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT7_1142,-33.51678333,115.4598833,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT7_1149,-33.51655,115.4596,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT7_1159,-33.51618333,115.45925,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT7_1164,-33.51603333,115.4590667,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT7_1171,-33.51578333,115.4588,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT7_1176,-33.51561667,115.4586167,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT7_1181,-33.51545,115.4584667,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT7_1200,-33.51478333,115.4578667,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT7_1205,-33.51458333,115.4577167,0,0,20,80,0,0,0,Seagrasses,Seagrasses
LGBDT7_1207,-33.5145,115.4576833,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT7_1217,-33.51413333,115.4574333,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT7_1227,-33.51376667,115.4571167,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT7_1235,-33.51345,115.4568667,0,0,0,99.99,0,0,0,Seagrasses,Seagrasses
LGBDT7_1237,-33.51338333,115.4567833,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT7_1247,-33.51298333,115.4565167,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT7_1252,-33.51278333,115.4564,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT7_1257,-33.5126,115.4562333,0,10,0,90,0,0,0,Seagrasses,Seagrasses
LGBDT7_1283,-33.51166667,115.4554333,0,0,23.08,76.92,0,0,0,Seagrasses,Seagrasses
LGBDT7_1291,-33.5114,115.45515,0,0,0,99.99,0,0,0,Seagrasses,Seagrasses
LGBDT7_1293,-33.51131667,115.4550667,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT7_1300,-33.51106667,115.4548333,0,11.11,0,88.88,0,0,0,Seagrasses,Seagrasses
LGBDT7_1307,-33.51083333,115.4546,20,10,0,70,0,0,0,Seagrasses,Seagrasses
LGBDT7_1312,-33.51063333,115.4544667,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT7_1328,-33.51011667,115.4540833,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT7_1330,-33.51005,115.4540167,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT7_1335,-33.50985,115.4538333,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT7_1337,-33.50978333,115.45375,0,7.14,7.14,85.72,0,0,0,Seagrasses,Seagrasses
LGBDT7_1337,-33.50978333,115.4537667,0,7.14,7.14,85.72,0,0,0,Seagrasses,Seagrasses
LGBDT7_1339,-33.50976667,115.45365,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT7_1340,-33.50973333,115.4536333,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT7_1344,-33.50955,115.4535333,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT7_1347,-33.50941667,115.4534667,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT7_1351,-33.50931667,115.4534,0,0,21.43,78.58,0,0,0,Seagrasses,Seagrasses
LGBDT7_1356,-33.5091,115.4532,0,0,60,40,0,0,0,Unconsolidated,Unconsolidated
LGBDT7_1358,-33.50905,115.45315,0,0,28.57,71.43,0,0,0,Seagrasses,Seagrasses
LGBDT7_1360,-33.50896667,115.4531,0,0,20,80,0,0,0,Seagrasses,Seagrasses
LGBDT7_1362,-33.50888333,115.4530333,0,9.09,27.27,63.63,0,0,0,Seagrasses,Seagrasses
LGBDT7_1367,-33.5087,115.4528333,0,0,62.5,37.5,0,0,0,Unconsolidated,Unconsolidated
LGBDT7_1379,-33.50833333,115.4524333,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
LGBDT7_1381,-33.50825,115.4524,0,0,80,20.01,0,0,0,Unconsolidated,Unconsolidated
LGBDT7_1386,-33.50805,115.4521833,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
LGBDT7_1389,-33.50795,115.4520333,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
LGBDT7_1394,-33.5078,115.4518667,0,0,10,90,0,0,0,Seagrasses,Seagrasses
LGBDT7_1397,-33.50771667,115.45175,0,0,42.86,57.14,0,0,0,Seagrasses,Seagrasses
LGBDT7_1400,-33.50761667,115.4516667,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT7_1403,-33.5075,115.4515667,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT7_1413,-33.50718333,115.45125,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
LGBDT7_1418,-33.50701667,115.4510833,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
LGBDT7_1423,-33.50683333,115.45095,0,0,80,20,0,0,0,Unconsolidated,Unconsolidated
LGBDT7_1428,-33.50668333,115.4507833,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
LGBDT7_1430,-33.5066,115.4507333,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
LGBDT7_1442,-33.50623333,115.4503667,0,0,100,0,0,0,0,Unconsolidated,Unconsolidated
LGBDT7_1449,-33.50605,115.4501833,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT7_1451,-33.506,115.4501,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT7_1460,-33.5057,115.4499667,0,100,0,0,0,0,0,Turf.algae,Turf.algae
LGBDT7_1471,-33.5053,115.4497,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT7_1473,-33.50523333,115.44965,0,70,0,30,0,0,0,Turf.algae,Turf.algae
LGBDT7_1475,-33.50516667,115.4496,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT7_1479,-33.50501667,115.4495,0,10,0,90,0,0,0,Seagrasses,Seagrasses
LGBDT7_1492,-33.50463333,115.4491333,20,0,0,80,0,0,0,Seagrasses,Seagrasses
LGBDT7_1499,-33.5044,115.449,0,8.33,0,91.67,0,0,0,Seagrasses,Seagrasses
LGBDT7_1501,-33.50435,115.44895,0,22.22,0,66.66,0,11.11,0,Seagrasses,Seagrasses
LGBDT7_1506,-33.50415,115.4487667,0,50,0,50,0,0,0,Turf.algae,Seagrasses
LGBDT7_1514,-33.50386667,115.4485167,0,20,0,80,0,0,0,Seagrasses,Seagrasses
LGBDT7_1516,-33.5038,115.4484667,0,100,0,0,0,0,0,Turf.algae,Turf.algae
LGBDT7_1521,-33.5036,115.4483333,0,50,0,50.01,0,0,0,Seagrasses,Seagrasses
LGBDT7_1524,-33.5035,115.44825,0,37.5,0,62.5,0,0,0,Seagrasses,Seagrasses
LGBDT7_1532,-33.50316667,115.44805,0,50,0,50,0,0,0,Turf.algae,Seagrasses
LGBDT7_1539,-33.50291667,115.4478833,0,50,0,50,0,0,0,Turf.algae,Seagrasses
LGBDT7_1557,-33.50233333,115.4472667,0,100,0,0,0,0,0,Turf.algae,Turf.algae
LGBDT7_1559,-33.50225,115.4472,0,100,0,0,0,0,0,Turf.algae,Turf.algae
LGBDT7_1561,-33.50216667,115.44715,0,80,0,20,0,0,0,Turf.algae,Turf.algae
LGBDT7_1563,-33.50208333,115.4470833,0,60,0,40,0,0,0,Turf.algae,Turf.algae
LGBDT7_1566,-33.50198333,115.447,0,12.5,0,87.5,0,0,0,Seagrasses,Seagrasses
LGBDT7_1568,-33.5019,115.4469667,55.56,0,0,44.44,0,0,0,Seagrasses,Seagrasses
LGBDT7_1570,-33.50181667,115.4469,0,30,0,70,0,0,0,Seagrasses,Seagrasses
LGBDT7_1577,-33.5016,115.4467833,10,20,0,70,0,0,0,Seagrasses,Seagrasses
LGBDT7_1580,-33.50158333,115.4467,0,84.62,0,15.38,0,0,0,Turf.algae,Turf.algae
LGBDT7_1604,-33.50078333,115.44615,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT7_1611,-33.50053333,115.4459667,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT7_1616,-33.50036667,115.4458,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT7_1621,-33.50015,115.44565,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT7_1638,-33.49945,115.4450333,0,30,0,70,0,0,0,Seagrasses,Seagrasses
LGBDT7_1648,-33.49901667,115.4447167,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT7_1650,-33.49895,115.4446333,0,20,0,80,0,0,0,Seagrasses,Seagrasses
LGBDT7_1658,-33.49858333,115.4445,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT7_1666,-33.49821667,115.4443333,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT7_1668,-33.49811667,115.4442667,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT7_1674,-33.49783333,115.4441333,0,0,0,99.99,0,0,0,Seagrasses,Seagrasses
LGBDT7_1692,-33.49708333,115.4437,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT7_1694,-33.497,115.4437,0,40,0,60,0,0,0,Seagrasses,Seagrasses
LGBDT7_1705,-33.49673333,115.4437,0,60,0,40,0,0,0,Turf.algae,Turf.algae
LGBDT7_1707,-33.49673333,115.4436,0,100,0,0,0,0,0,Turf.algae,Turf.algae
LGBDT7_1715,-33.49635,115.4433,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT7_1733,-33.49568333,115.44275,0,8.33,0,91.68,0,0,0,Seagrasses,Seagrasses
LGBDT7_1741,-33.49536667,115.44255,0,93.75,0,6.25,0,0,0,Turf.algae,Turf.algae
LGBDT7_1741,-33.49536667,115.44255,0,93.75,0,6.25,0,0,0,Turf.algae,Turf.algae
LGBDT7_1742,-33.49533333,115.4425333,66.67,16.67,0,16.67,0,0,0,Turf.algae,Seagrasses
LGBDT7_1749,-33.49503333,115.4423833,0,100,0,0,0,0,0,Turf.algae,Turf.algae
LGBDT7_1753,-33.49483333,115.4422667,0,75,0,25,0,0,0,Turf.algae,Turf.algae
LGBDT7_1758,-33.49463333,115.4421,10,50,0,40,0,0,0,Turf.algae,Turf.algae
LGBDT7_1763,-33.49441667,115.4419833,30,30,0,40,0,0,0,Seagrasses,Seagrasses
LGBDT7_1765,-33.49431667,115.4419333,0,60,0,40,0,0,0,Turf.algae,Turf.algae
LGBDT7_1767,-33.49425,115.4418833,7.14,14.29,0,78.57,0,0,0,Seagrasses,Seagrasses
LGBDT7_1769,-33.49416667,115.4418333,0,41.67,0,58.34,0,0,0,Seagrasses,Seagrasses
LGBDT7_1771,-33.4941,115.4417833,0,70,0,30,0,0,0,Turf.algae,Turf.algae
LGBDT7_1774,-33.49398333,115.4417,25,41.67,0,33.34,0,0,0,Turf.algae,Turf.algae
LGBDT7_1776,-33.4939,115.44165,0,66.67,0,33.33,0,0,0,Turf.algae,Turf.algae
LGBDT7_1793,-33.49331667,115.4413333,0,100,0,0,0,0,0,Turf.algae,Turf.algae
LGBDT7_1801,-33.493,115.4410833,0,100,0,0,0,0,0,Turf.algae,Turf.algae
LGBDT7_1803,-33.49293333,115.4410167,0,50,0,50,0,0,0,Turf.algae,Seagrasses
LGBDT7_1805,-33.49285,115.4409833,0,30,0,70,0,0,0,Seagrasses,Seagrasses
LGBDT7_1807,-33.49276667,115.4409333,0,100,0,0,0,0,0,Turf.algae,Turf.algae
LGBDT7_1812,-33.49256667,115.4408,0,100,0,0,0,0,0,Turf.algae,Turf.algae
LGBDT7_1817,-33.49236667,115.4406833,0,30,0,70,0,0,0,Seagrasses,Seagrasses
LGBDT7_1826,-33.49205,115.4404667,0,90,0,10,0,0,0,Turf.algae,Turf.algae
LGBDT7_1837,-33.49161667,115.4402667,42.86,14.29,0,42.86,0,0,0,Seagrasses,Seagrasses
LGBDT7_1841,-33.49146667,115.4402,0,60,0,40,0,0,0,Turf.algae,Turf.algae
LGBDT7_1846,-33.4913,115.4400167,30,60,0,10,0,0,0,Turf.algae,Turf.algae
LGBDT7_1852,-33.4911,115.4398333,0,100,0,0,0,0,0,Turf.algae,Turf.algae
LGBDT7_1854,-33.49101667,115.4397667,0,80,0,20,0,0,0,Turf.algae,Turf.algae
LGBDT7_1861,-33.49075,115.4396,0,80,0,20,0,0,0,Turf.algae,Turf.algae
LGBDT7_1871,-33.49038333,115.43935,30,20,0,50,0,0,0,Seagrasses,Seagrasses
LGBDT7_1873,-33.4903,115.4392833,100,0,0,0,0,0,0,Turf.algae,Other
LGBDT7_1875,-33.49021667,115.4392333,10,70,0,20,0,0,0,Turf.algae,Turf.algae
LGBDT7_1877,-33.49015,115.4391833,0,90,0,10,0,0,0,Turf.algae,Turf.algae
LGBDT7_1882,-33.48996667,115.43905,10,80,0,10,0,0,0,Turf.algae,Turf.algae
LGBDT7_1885,-33.48985,115.4389833,10,50,0,40,0,0,0,Turf.algae,Turf.algae
LGBDT7_1887,-33.48976667,115.4389167,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT7_1901,-33.48925,115.4386333,0,40,10,50,0,0,0,Seagrasses,Seagrasses
LGBDT7_1903,-33.48916667,115.4385667,0,40,0,60,0,0,0,Seagrasses,Seagrasses
LGBDT7_1911,-33.48886667,115.4383833,57.14,42.86,0,0,0,0,0,Turf.algae,Turf.algae
LGBDT7_1918,-33.48861667,115.4382167,0,10,0,90,0,0,0,Seagrasses,Seagrasses
LGBDT7_1932,-33.48811667,115.4378167,20,40,0,40,0,0,0,Turf.algae,Seagrasses
LGBDT7_1939,-33.48785,115.4376333,0,30,0,70,0,0,0,Seagrasses,Seagrasses
LGBDT7_1954,-33.4873,115.4372333,28.57,28.57,0,42.85,0,0,0,Seagrasses,Seagrasses
LGBDT7_1961,-33.48705,115.4371,18.18,0,0,81.81,0,0,0,Seagrasses,Seagrasses
LGBDT7_1966,-33.48685,115.43695,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT7_1968,-33.48678333,115.4369,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT7_1981,-33.4863,115.4366,0,57.14,0,42.86,0,0,0,Turf.algae,Turf.algae
LGBDT7_1993,-33.48583333,115.43635,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT7_1998,-33.48566667,115.4362,0,10,0,90,0,0,0,Seagrasses,Seagrasses
LGBDT7_2004,-33.48545,115.436,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT7_2016,-33.48503333,115.43565,0,14.29,7.14,78.58,0,0,0,Seagrasses,Seagrasses
LGBDT7_2018,-33.48496667,115.4356,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT7_2023,-33.48476667,115.4354667,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT7_2025,-33.4847,115.4354167,20,0,0,80,0,0,0,Seagrasses,Seagrasses
LGBDT7_2027,-33.48463333,115.4353667,0,54.55,0,45.45,0,0,0,Turf.algae,Turf.algae
LGBDT7_2029,-33.48455,115.4353167,0,7.69,0,92.31,0,0,0,Seagrasses,Seagrasses
LGBDT7_2032,-33.48445,115.4352167,0,50,0,50,0,0,0,Turf.algae,Seagrasses
LGBDT7_2044,-33.484,115.4349167,0,90,0,10,0,0,0,Turf.algae,Turf.algae
LGBDT7_2050,-33.48378333,115.43475,0,70,0,30,0,0,0,Turf.algae,Turf.algae
LGBDT7_2055,-33.48361667,115.4345833,0,20,0,80,0,0,0,Seagrasses,Seagrasses
LGBDT7_2057,-33.48355,115.4345,14.29,57.14,0,28.58,0,0,0,Turf.algae,Turf.algae
LGBDT7_2061,-33.48341667,115.4343833,0,100,0,0,0,0,0,Turf.algae,Turf.algae
LGBDT7_2064,-33.48333333,115.4342667,0,70,0,30,0,0,0,Turf.algae,Turf.algae
LGBDT7_2077,-33.48283333,115.4339333,0,50,0,50,0,0,0,Turf.algae,Seagrasses
LGBDT7_2081,-33.48268333,115.4337833,0,50,0,50,0,0,0,Turf.algae,Seagrasses
LGBDT7_2092,-33.4823,115.4334667,30,70,0,0,0,0,0,Turf.algae,Turf.algae
LGBDT7_2101,-33.48195,115.4332667,0,50,0,40,10,0,0,Turf.algae,Turf.algae
LGBDT7_2112,-33.48156667,115.43295,0,25,0,74.99,0,0,0,Seagrasses,Seagrasses
LGBDT7_2119,-33.48131667,115.43275,0,50,0,50,0,0,0,Turf.algae,Seagrasses
LGBDT7_2127,-33.48101667,115.4326,0,10,0,90,0,0,0,Seagrasses,Seagrasses
LGBDT7_2129,-33.48093333,115.4325667,0,7.69,0,92.3,0,0,0,Seagrasses,Seagrasses
LGBDT7_2135,-33.4807,115.4324333,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT7_2142,-33.48045,115.4322667,20,20,0,60,0,0,0,Seagrasses,Seagrasses
LGBDT7_2150,-33.48015,115.4321167,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT7_2157,-33.47988333,115.4319833,0,30,0,70,0,0,0,Seagrasses,Seagrasses
LGBDT7_2159,-33.47981667,115.43195,10,0,0,90,0,0,0,Seagrasses,Seagrasses
LGBDT7_2166,-33.47956667,115.4318,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT7_2168,-33.47948333,115.4317667,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT7_2174,-33.47928333,115.4316167,0,10,0,90,0,0,0,Seagrasses,Seagrasses
LGBDT7_2179,-33.47911667,115.4314833,0,28.57,0,71.43,0,0,0,Seagrasses,Seagrasses
LGBDT7_2186,-33.47885,115.4313167,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT7_2188,-33.47876667,115.4312833,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT7_2190,-33.47868333,115.43125,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT7_2191,-33.47865,115.4312333,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT7_2195,-33.47848333,115.4311833,7.69,23.08,0,69.22,0,0,0,Seagrasses,Seagrasses
LGBDT7_2213,-33.47786667,115.43065,0,60,0,40,0,0,0,Turf.algae,Turf.algae
LGBDT7_2215,-33.47778333,115.4306167,0,60,0,40,0,0,0,Turf.algae,Turf.algae
LGBDT7_2224,-33.47741667,115.43045,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT7_2232,-33.47713333,115.4303,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT7_2234,-33.47705,115.4302333,0,10,0,90,0,0,0,Seagrasses,Seagrasses
LGBDT7_2236,-33.47698333,115.4301833,0,50,16.67,33.34,0,0,0,Turf.algae,Turf.algae
LGBDT7_2243,-33.47673333,115.4300167,0,58.33,0,41.67,0,0,0,Turf.algae,Turf.algae
LGBDT7_2246,-33.47661667,115.4299833,0,9.09,0,90.9,0,0,0,Seagrasses,Seagrasses
LGBDT7_2248,-33.47653333,115.42995,0,21.43,0,78.58,0,0,0,Seagrasses,Seagrasses
LGBDT7_2257,-33.47621667,115.4297333,0,12.5,0,87.5,0,0,0,Seagrasses,Seagrasses
LGBDT7_2267,-33.47591667,115.4293667,0,70,0,20,10,0,0,Turf.algae,Turf.algae
LGBDT7_2280,-33.47548333,115.4289667,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT7_2284,-33.47535,115.4289,20,0,0,80,0,0,0,Seagrasses,Seagrasses
LGBDT7_2286,-33.47526667,115.4288333,0,0,0,99.99,0,0,0,Seagrasses,Seagrasses
LGBDT7_2293,-33.475,115.42865,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT7_2295,-33.47493333,115.4286,0,20,0,80,0,0,0,Seagrasses,Seagrasses
LGBDT7_2297,-33.47486667,115.42855,0,20,0,80,0,0,0,Seagrasses,Seagrasses
LGBDT7_2307,-33.47451667,115.4282833,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT7_2316,-33.47416667,115.4281167,0,0,11.11,88.89,0,0,0,Seagrasses,Seagrasses
LGBDT7_2326,-33.47378333,115.4278833,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT7_2330,-33.47365,115.4278,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT7_2332,-33.47356667,115.42775,33.33,41.67,0,25,0,0,0,Turf.algae,Turf.algae
LGBDT7_2337,-33.47336667,115.4276833,13.34,0,0,86.66,0,0,0,Seagrasses,Seagrasses
LGBDT7_2344,-33.47311667,115.4275333,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT7_2353,-33.47281667,115.4273833,0,0,0,91.65,8.33,0,0,Seagrasses,Seagrasses
LGBDT7_2355,-33.47271667,115.4273333,0,55.56,0,44.44,0,0,0,Turf.algae,Turf.algae
LGBDT7_2364,-33.4724,115.42715,0,0,25,75,0,0,0,Seagrasses,Seagrasses
LGBDT7_2370,-33.47215,115.4270333,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT7_2375,-33.47196667,115.42695,0,41.67,0,58.33,0,0,0,Seagrasses,Seagrasses
LGBDT7_2377,-33.47188333,115.4269167,0,20,0,80,0,0,0,Seagrasses,Seagrasses
LGBDT7_2380,-33.47176667,115.4268833,27.27,0,0,72.72,0,0,0,Seagrasses,Seagrasses
LGBDT7_2382,-33.4717,115.4268333,20,40,0,40,0,0,0,Turf.algae,Seagrasses
LGBDT7_2384,-33.47161667,115.4268,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT7_2386,-33.47155,115.4267667,0,0,0,90,10,0,0,Seagrasses,Seagrasses
LGBDT7_2388,-33.47146667,115.4267333,10,0,0,90,0,0,0,Seagrasses,Seagrasses
LGBDT7_2400,-33.471,115.42645,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT7_2403,-33.4709,115.4263833,0,0,0,100,0,0,0,Seagrasses,Seagrasses
LGBDT7_2405,-33.47083333,115.4263333,10,0,0,90,0,0,0,Seagrasses,Seagrasses
LGBDT7_2412,-33.4706,115.4261,0,30,0,70,0,0,0,Seagrasses,Seagrasses
LGBDT7_2426,-33.47003333,115.4258833,16.67,0,0,83.33,0,0,0,Seagrasses,Seagrasses
LGBDT7_2428,-33.46995,115.4258667,0,0,16.67,83.33,0,0,0,Seagrasses,Seagrasses
LGBDT7_2430,-33.46986667,115.42585,8.33,8.33,0,83.34,0,0,0,Seagrasses,Seagrasses
